0.9582 -0.5014 0.0718 2.3015 0.1584 -2.5912
1.4562 -3.1424 2.3641 0.2199 -0.4958 -0.9990
-3.4246 2.6949 0.7279 0.5805 -0.1972 -0.6346
-0.1905 0.9273 1.2518 
